sleeveId,ポケスリ商品名,楽天商品名,価格,ショップ,matchScore,採用理由,確認結果
345413,キラフロル,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ キラフロル キラーメ 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345598,リククラゲ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) リククラゲ ポケモンセンター限定,1030,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345604,ハカドッグ,ポケモンカードゲーム デッキシールド ハカドッグ,1120,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345628,パーモット,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ パーモット 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345666,花かんむりとマリルたち,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ 花かんむりとマリルたち 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345772,ピカチュウの贈り物,ポケモンTCG 64ct カードスリーブ デッキシールド ピカチュウの贈り物,1974,梵たん 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
346069,ハヤト,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ハヤト 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
346076,ウパー（パルデアのすがた）,ポケモンカードゲーム デッキシールド ウパー（パルデアのすがた）,1320,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
346106,テラスタルデデンネ,ポケモンカードゲーム デッキシールド プレミアム・グロス テラスタルデデンネ,1120,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
346120,テラスタルギャラドス,ポケモンカードゲーム デッキシールド プレミアム・グロス テラスタルギャラドス,1120,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
348629,TRAINERS Salon!!,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) TRAINERS Salon!! ポケモンセンター限定,1750,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
352343,Baby Blue Eyes,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド Baby Blue Eyes,1980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
352367,SHINKA NO ISHI,ポケモンカードゲーム デッキシールド SHINKA NO ISHI,800,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
354286,ヒスイゾロア,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ヒスイゾロア,2980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
355641,ポケモンセンターオキナワ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ポケモンセンターオキナワ オープン記念グッズ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
356105,みんなおつかれさま,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド みんなおつかれさま,2980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
356112,ポケモンドールズ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ポケモンドールズ,2980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
356136,PIKACHU ADVENTURE ゼラオラ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ PIKACHU ADVENTURE ゼラオラ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
357652,HISUI DAYS 主人公,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ HISUI DAYS 主人公 ヒスイ デイズ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
357669,HISUI DAYS カイ,ポケモンカードゲーム デッキシールド HISUI DAYS カイ,1320,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
359502,ニャビー＆エネコ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ニャビー&エネコ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
359571,ゲンガー,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス ゲンガー ポケモンセンター限定,1630,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
359625,ピカチュウ&ニャオハ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ピカチュウ＆ニャオハ ポケモンセンター限定,1500,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
360614,スイレン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) スイレン ポケモンセンター限定,2250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
361055,テラスタルドラパルト,ポケモンカード デッキシールドプレミアム・グロス テラスタルドラパルト 64枚入り 未開封スリーブ 【中古】,4300,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
361246,ダルマッカ&ヒトモシ&ペロッパフ&ボクレー,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ダルマッカ＆ヒトモシ＆ペロッパフ＆ボクレー 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
361284,ゼイユ・スグリ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ゼイユ・スグリ ポケモンセンター・ジム限定,2250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
361598,だんけつのつばさ,ポケモンカード デッキシールド だんけつのつばさ 64枚入り 未開封スリーブ 【中古】,1570,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362250,テラパゴス（ステラフォルム）,ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス テラパゴス (ステラフォルム) 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362403,テラスタイプ：ステラ ピカチュウ,【新品】【即納】【同梱不可】ポケモンカードゲーム デッキシールド プレミアム・グロス テラスタイプ：ステラ ピカチュウ　Pokemon グロス仕様,219,SPW楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362410,パルデアの冒険 コライドン＆ドオー,【未開封】ポケモンカードゲーム デッキシールド パルデアの冒険 コライドン＆ドオー スリーブ【一宮店】,1400,お宝五番街,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362427,ガラルの冒険 ザシアン＆マホイップ,【未開封】ポケモンカードゲーム デッキシールド ガラルの冒険 ザシアン＆マホイップ スリーブ【一宮店】,1400,お宝五番街,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362465,シンオウの冒険 ディアルガ＆ルカリオ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) シンオウの冒険 ディアルガ＆ルカリオ ポケモンセンター・ポケモンカードジム限定,1630,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362489,ジョウトの冒険 ルギア＆バンギラス,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ジョウトの冒険 ルギア＆バンギラス ポケモンセンター・ポケモンカードジム限定,1070,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362502,カントーの冒険 ピカチュウ＆カビゴン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) カントーの冒険 ピカチュウ＆カビゴン ポケモンセンター・ポケモンカードジム限定,1250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362557,アローラナッシーと仲間たち,ポケモンカードゲーム ポケモンカードゲーム デッキシールド アローラナッシーと仲間たち,1320,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362625,テラスタイプ：ステラ ソウブレイズ,ポケモンカード デッキシールドプレミアム・グロス テラスタイプ：ステラ ソウブレイズ 64枚入り 未開封スリーブ 【中古】,3970,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
362632,テラスタイプ：ステラ ニンフィア,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス テラスタイプ：ステラ ニンフィア ポケモンセンター限定,1880,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364537,グレイシア,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) グレイシア ポケモンセンター限定,1130,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364544,リーフィア,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) リーフィア ポケモンセンター限定,1200,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364636,ヒスイバクフーン＆ヒスイダイケンキ＆ヒスイジュナイパー,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ヒスイジュナイパー ヒスイバクフーン ヒスイダイケンキ 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364643,バサギリ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ バサギリ 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364650,カスミ&スターミー,ポケモンカードゲーム デッキシールド カスミ＆スターミー,1520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364742,カミツレの休日,ポケモンカードゲーム デッキシールド カミツレの休日,1020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
364865,ポッチャマ,ポケモンカードゲーム デッキシールド ポッチャマ,1780,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365442,リザードン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス リザードン ポケモンセンター限定,970,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365466,ミュウツーVSTAR,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ミュウツーVSTAR,1980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365510,Pokémon GO,ポケモンカードゲーム デッキシールド Pokémon GO,980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365534,かがやくサーナイト,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) かがやくサーナイト ポケモンセンター限定,1250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365558,ヌメルゴン（ヒスイのすがた）,ポケモンカードゲーム デッキシールド ヌメルゴン（ヒスイのすがた）,1320,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365565,マルマイン（ヒスイのすがた）,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ マルマイン ヒスイのすがた 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365589,ゾロアーク（ヒスイのすがた）,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ゾロアーク ヒスイのすがた 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365633,パルキア（オリジンフォルム）,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ パルキア オリジンフォルム 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365664,ガーディ（ヒスイのすがた）,ポケモンカード デッキシールド ガーディ(ヒスイのすがた) 64枚入り 未開封スリーブ 【中古】,940,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365855,シロナ＆ガブリアス,ポケモンカード デッキシールド シロナ＆ガブリアス 64枚入り 未開封スリーブ 【中古】,2840,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
365930,ルカリオ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ルカリオ ポケモンセンター限定,1630,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
367873,レポートかいてね,ポケモンカードゲーム デッキシールド レポートかいてね!,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
367897,ちからつきた,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ちからつきた ポケモンセンター限定,2250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
371771,POKÉMON TRAINERS Off Shot! ユウリ＆マリィ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド POKÉMON TRAINERS Off Shot! ユウリ＆マリィ,2980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
371788,POKÉMON TRAINERS Off Shot! ルリナ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド POKÉMON TRAINERS Off Shot! ルリナ,1680,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
371795,POKÉMON TRAINERS Off Shot! マサル＆ホップ＆ビート,ポケモンカードゲーム デッキシールド POKÉMON TRAINERS Off Shot! マサル＆ホップ＆ビート,1980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373027,ロストデザイン,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ロストデザイン 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373041,アクロマ,ポケモンカード デッキシールド アクロマ 64枚入り スリーブ【中古】ホビー トレーディングカード トレカ 53T03421898,1400,お宝あっとマーケット,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373263,ピカチュウ＆モルペコ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ピカチュウ＆モルペコ,1680,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373553,飛翔リザードン,ポケモンカード デッキシールド 飛翔リザードン 64枚入り 未開封スリーブ 【中古】,880,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373621,ミュウ&マナフィ&ディアンシー,ポケモンカード デッキシールド ミュウ＆マナフィ＆ディアンシー 64枚入り 未開封スリーブ 【中古】,1110,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
373645,かがやくムゲンダイナ,ポケモンカード デッキシールド プレミアム・グロス かがやくムゲンダイナ 64枚入り 未開封スリーブ 【中古】,810,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
374697,ミュウ,ポケモンカードゲーム スリーブ デッキシールド プロ ミュウ 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
375557,はかいこうせん,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド プレミアム・グロス はかいこうせん,3415,hanamaru01楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
375564,ジラーチ星つなぎ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス ジラーチ星つなぎ ポケモンセンター限定,2380,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
375571,モウドクキケン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) モウドクキケン ポケモンセンター限定,1200,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
375625,yonayonaGhost,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ yonayonaGhost 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
377070,つながるせかい,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ つながるせかい 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
377247,サカキの指令,ポケモンカードゲーム デッキシールド サカキの指令,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
378800,のんびりじゃらし,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ のんびりじゃらし ニャスパー ニャオニクス 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
378817,ミカン,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ミカン デンリュウ 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
379319,ミュウ,ポケモン カード ゲーム デッキシールド ミュウ ポケカ 人気 ポケットモンスター 【om379319】,1089,キャラクター雑貨CHERICO,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
382265,サイコソーダ・リフレッシュ 総柄,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) サイコソーダ・リフレッシュ 総柄 ポケモンセンター限定,1000,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
391403,水テラスタルガブリアス,ポケモンカードゲーム デッキシールド プレミアム・グロス 水テラスタルガブリアス ポケモンカード スリーブ カードスリーブ トレーディングカード,1280,かこん販売 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
394015,Midnight Agent -the cinema- ゲッコウガ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド プレミアム・グロス Midnight Agent -the cinema- ゲッコウガ,1823,hanamaru01楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
394589,雷テラスタルミュウツー,ポケモンカード デッキシールドプレミアム・グロス 雷テラスタルミュウツー 64枚入り 未開封スリーブ 【中古】,1480,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
394602,鋼テラスタルラウドボーン,ポケモンカード デッキシールドプレミアム・グロス 鋼テラスタルラウドボーン 64枚入り 未開封スリーブ 【中古】,1450,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
394657,ピカチュウ ポケモンワールドチャンピオンシップス2023,ポケモンカードゲーム デッキシールド ピカチュウ ポケモンワールドチャンピオンシップス2023,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
394909,DOWASURE,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) DOWASURE ポケモンセンター限定,1380,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
395029,ポケパルレのみがわり,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ポケパルレのみがわり ポケモンセンター限定,990,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
398938,いっちょうあがり,ポケモンカードゲーム デッキシールド いっちょうあがり,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
398976,色違いのドドゲザン,ポケモンカードゲーム デッキシールド 色違いのドドゲザン,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
399003,ドンナモンジャTV,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ドンナモンジャTV ポケモンセンター限定,1000,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
399010,ネモ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ネモ パモット ルガルガン 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
399058,イッカネズミ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ イッカネズミ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
399065,ギルガルド,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス COOL×METAL ギルガルド ポケモンセンター限定,1500,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427157,テラパゴス（テラスタルフォルム）,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス テラパゴス テラスタルフォルム 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427188,ポケ紋 キタカミの里,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ポケ紋 キタカミの里 ポケモンセンター限定,1100,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427195,シャリタツ いつもの場所へ,ポケモンカードゲーム デッキシールド シャリタツ いつもの場所へ,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427232,ACE SPEC,ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス ACE SPEC 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427249,なかよしフレンズ,ポケモンカードゲーム デッキシールド スリーブ なかよしフレンズ ヒトカゲ ポッポ ドラメシヤ 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
427737,リーリエ＆ピッピ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) リーリエ＆ピッピ ポケモンセンター限定,1250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
429052,PJCS2024,ポケモンカードゲーム デッキシールド プレミアム・グロス PJCS2024,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431086,まいごのクワッス,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ まいごのクワッス 代引不可商品,1980,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431093,PAMO NO MURE,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ PAMO NO MURE パモ パモット パーモット 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431130,ダイゴ＆メタグロス,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ダイゴ＆メタグロス ポケモンセンター限定,3000,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431208,ペパー＆マフィティフ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ペパー＆マフィティフ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431697,七夕まつりごっこピカチュウ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) 七夕まつりごっこピカチュウ ポケモンセンター限定,2380,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431796,ファイヤー＆サンダー＆フリーザー,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ファイヤー＆サンダー＆フリーザー 代引不可商品,1980,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431819,ミミッキュ＆ソーナンス,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ミミッキュ＆ソーナンス,2046,ぴーなっつ,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
431826,進化の軌跡 クロバット,ポケモンセンターオリジナル ポケモンカードゲーム スリーブ デッキシールド プレミアム グロス 進化の軌跡 クロバット 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432069,進化の軌跡 シャンデラ,ポケモンセンターオリジナル ポケモンカードゲーム スリーブ デッキシールド プレミアム グロス 進化の軌跡 シャンデラ 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432090,ツタージャ＆ポカブ＆ミジュマル,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ツタージャ＆ポカブ＆ミジュマル 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432144,with elegance メガクチート,ポケモンカード デッキシールド with elegance メガクチート64枚入り 未開封スリーブ 【中古】,1290,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432151,with elegance メガアブソル,ポケモンカード デッキシールド with elegance メガアブソル 64枚入り 未開封スリーブ 【中古】,920,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432182,メガガルーラ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ メガガルーラ 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432199,パチリス,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ パチリス 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432205,セレビィと仲間たち,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス セレビィと仲間たち 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432724,ポケモンセンターカガワ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ポケモンセンターカガワ ヤドン ピカチュウ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432755,ピカチュウときのみ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ピカチュウときのみ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
432809,にたものどうし ゾロア＆ヒスイゾロア,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ にたものどうし ゾロア＆ヒスイゾロア 代引不可商品,1480,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
