"sleeveId","ポケスリ商品名","楽天商品名","価格","ショップ","matchScore","reviewReason","確認結果"
"367903","MY RENTORAR'S STORY","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ MY RENTORAR’S STORY コリンク ルクシオ レントラー 代引不可商品","1480","WFS(World Free Store)","0.96","ポケスリ側の商品名の主要語が一部しか一致しません",""
"371757","POKÉMON TRAINERS Off Shot! ダンデ","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ POKEMON TRAINERS Off Shot ! ダンデ 代引不可商品","1280","WFS(World Free Store)","0.95","ポケスリ側の商品名の主要語が一部しか一致しません",""
"371764","POKÉMON TRAINERS Off Shot! キバナ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS Off Shot! キバナ ポケモンセンター限定","800","ネットショップ駿河屋 楽天市場店","0.98","ポケスリ側の商品名の主要語が一部しか一致しません",""
"372945","ギラティナ","ポケモンカードゲーム デッキシールド ギラティナ 64枚入 トレカ トレーディングカード ポケカ 【メール便 送料無料！】おもちゃ グッズ プレゼント グッズ誕生日","1180","トイストア コービドー","1.1","必須条件を満たす候補が複数あるため要確認です",""
"372983","ゼラオラ","ポケモンカードゲーム デッキシールド PIKACHU ADVENTURE ゼラオラ","1320","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373003","デオキシス","【中古】(非常に良い)ポケモンカードゲーム オフィシャルデッキシールド デオキシス・ボルトロス","5480","ハッピーストア藤岡","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373058","ひみつのコハク","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ひみつのコハク アイアント 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373065","ザシアン＆ザマゼンタ","ポケモンカードゲーム デッキシールド ザシアン・ザマゼンタ","1120","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373133","Let's GO","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ Lets GO 代引不可商品","1280","WFS(World Free Store)","0.94","ポケスリ側の商品名の主要語が一部しか一致しません",""
"373140","セレナ","ポケモンカードゲーム デッキシールド スリーブ セレナ ポケモン トレーナー 代引不可商品","1280","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373171","ロコン(アローラのすがた)","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ロコン アローラのすがた","2180","P-G-shop","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373195","ジャローダ＆メイ","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ジャローダ ＆ メイ 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373218","チルタリス＆ルチア","ポケモン カードゲーム デッキシールド チルタリス&ルチア","2870","VlookupStore 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373249","ルギア＆レジエレキ＆レジドラゴ","ポケモンカードゲーム デッキシールド ルギア＆レジエレキ＆レジドラゴ 【即納品】 ポケカ Pokemon ポケットモンスター","480","天天ストア 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373584","シンオウしんわ","【中古】ポケモンカードゲーム デッキシールド シンオウしんわ","4580","GoodLifeStore","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373652","コウキ&ヒカリ","ポケモンセンターオリジナル ポケモンカードゲーム スリーブ デッキシールド コウキ＆ヒカリ 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373669","テル＆ショウ","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ テル＆ショウ 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373744","コライドン","ポケモンカードゲーム デッキシールド コライドン","1180","ケイスマオンライン","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373751","ミライドン","ポケモンカードゲーム デッキシールド ミライドン","1230","P-G-shop","1.1","必須条件を満たす候補が複数あるため要確認です",""
"373843","ニャオハ・ホゲータ・クワッス","ポケモンカードゲーム デッキシールド ニャオハ＆ホゲータ＆クワッス ポケモンワールドチャンピオンシップス2023","1120","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373850","進化の軌跡 サーナイト","ポケモンカードゲーム デッキシールド 進化の軌跡 サーナイト","1120","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"373867","進化の軌跡 ジバコイル","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ 進化の軌跡 ジバコイル 代引不可商品","1780","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"374581","ラティアス・ラティオス 夜景","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ラティアス ラティオス 夜景 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"374598","カキツバタ","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ カキツバタ オノノクス 代引不可商品","1780","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"374680","ナンジャモ","ポケモンカードゲーム デッキシールド ナンジャモ","1280","Outlet Plaza","1.1","必須条件を満たす候補が複数あるため要確認です",""
"374895","POKÉMON TRAINERS アオイ＆クワッス","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ POKEMON TRAINERS アオイ＆クワッス ポケモン トレーナー 代引不可商品","1780","WFS(World Free Store)","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374918","POKÉMON TRAINERS ネモ＆パモット","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS ネモ＆パモット ポケモンセンター限定","1150","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374925","POKÉMON TRAINERS ペパー＆マフィティフ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS ペパー＆マフィティフ ポケモンセンター限定","1100","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374932","POKÉMON TRAINERS コルサ＆ウソッキー","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ POKEMON TRAINERS コルサ＆ウソッキー ポケモン トレーナー 代引不可商品","1780","WFS(World Free Store)","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374949","POKÉMON TRAINERS ナンジャモ＆ハラバリー","ポケモンカードゲーム デッキシールド POKEMON TRAINERS ナンジャモ＆ハラバリー","1820","フルアヘッド","0.77","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374956","POKÉMON TRAINERS グルーシャ＆アルクジラ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS グルーシャ＆アルクジラ ポケモンセンター限定","1100","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374963","POKÉMON TRAINERS ボタン＆ブラッキー","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS ボタン＆ブラッキー ポケモンセンター限定","1190","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"374970","POKÉMON TRAINERS チリ＆ドオー","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) POKEMON TRAINERS チリ＆ドオー ポケモンセンター限定","1630","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"375632","What’s your charm point?","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ Whats your charm point? 代引不可商品","1780","WFS(World Free Store)","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"375649","ピカチュウとハート","ポケモンセンターオリジナル ポケモンカードゲーム スリーブ デッキシールド ピカチュウとハート 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"377049","メロコ","ポケモンカードゲーム デッキシールド スリーブ メロコ ヘルガー グレンアルマ 代引不可商品","1480","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"378787","つながるせかい -みんなのすみか-","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ つながるせかい みんなのすみか 代引不可商品","1680","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"378794","カラフルトリプル　ユクシー＆エムリット＆アグノム","【中古】(非常に良い)ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド カラフルトリプル ユクシー＆エムリット＆アグノム","5080","GoodLifeStore","0.9","必須条件を満たす候補が複数あるため要確認です",""
"382272","Pokémon and Tools STEPLADDER","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) Pokemon and Tools STEPLADDER ポケモンセンター限定","1090","ネットショップ駿河屋 楽天市場店","0.97","ポケスリ側の商品名の主要語が一部しか一致しません",""
"382289","月明かりとブラッキー","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス 月明かりとブラッキー ポケモンセンター限定","1220","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"382296","プレイルーム","ポケモンカードゲーム デッキシールド プレイルーム","1520","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"385983","ミロカロス","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス ミロカロス 代引不可商品","1780","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"394008","Midnight Agent -the cinema- ゲンガー","ポケモンカードゲーム デッキシールド ゲンガー プレミアムグロス Midnight Agent the cinema 64枚入り スリーブ","1500","HRCO","1.1","必須条件を満たす候補が複数あるため要確認です",""
"394022","Midnight Agent -the cinema- ニンフィア","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) プレミアム・グロス Midnight Agent -the cinema- ニンフィア ポケモンセンター限定","970","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"395005","MIMOSA e POKÉMON","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) MIMOSA e POKEMON ポケモンセンター限定","1140","ネットショップ駿河屋 楽天市場店","0.96","ポケスリ側の商品名の主要語が一部しか一致しません",""
"399072","テツノドクガ","海外限定 ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ チヲハウハネ＆テツノドクガ 並行輸入品 代引不可商品","2480","WFS(World Free Store)","0.9","必須条件を満たす候補が複数あるため要確認です",""
"399089","チヲハウハネ","海外限定 ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ チヲハウハネ＆テツノドクガ 並行輸入品 代引不可商品","2480","WFS(World Free Store)","0.9","必須条件を満たす候補が複数あるため要確認です",""
"399126","未来の一閃","ポケモンカードゲーム デッキシールド 未来の一閃","800","トイショップ まのあ","1.1","必須条件を満たす候補が複数あるため要確認です",""
"399133","古代の咆哮","ポケモンカードゲーム デッキシールド 古代の咆哮","800","トイショップ まのあ","1.1","必須条件を満たす候補が複数あるため要確認です",""
"427171","オーガポン","ポケモンカードゲーム デッキシールド プレミアム・グロス テラスタルオーガポン みどりのめん","1350","カインドアース","0.9","必須条件を満たす候補が複数あるため要確認です",""
"427256","ロケット団の栄光","ポケモンカードゲーム デッキシールド ロケット団の栄光","1980","P-G-shop","1.1","必須条件を満たす候補が複数あるため要確認です",""
"427676","POKÉMON CARD LOUNGE","ポケモンカード デッキシールド プロ POKEMON CARD LOUNGE 64枚入り 未開封スリーブ 【中古】","1570","トレカ通販 トレトク楽天市場店","0.76","ポケスリ側の商品名の主要語が一部しか一致しません",""
"427683","オオタチ＆オタチ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) オオタチ＆オタチ ポケモンセンター限定","1500","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"427720","ホップ＆カビゴン","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド ホップ＆カビゴン","1781","ぴーなっつ","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431048","ケッキング","【中古-非常に良い】 ポケモンカードゲーム adv62 ケッキング (特典付：限定スリーブ オレンジ 希少カード画像) ギフト","16935","ムジカ&フェリーチェ楽天市場店","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431062","喫茶チャデス","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ 喫茶チャデス ホワイト 代引不可商品","1680","WFS(World Free Store)","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431109","Snowy Gathering","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ プレミアム グロス Snowy Gathering アローラロコン ヒスイゾロア 代引不可商品","1980","WFS(World Free Store)","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431376","ゼクロム","【新品】 ポケモンカードゲーム デッキシールド ◆ゼクロム◆ スリーブ プロテクター 64枚入り","780","カメ本舗","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431383","レシラム","ポケモンカードゲーム デッキシールド レシラム 2025年6月6日新発売","880","P-G-shop","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431390","ねぶた祭ごっこピカチュウ","ポケモンカードゲーム デッキシールド ねぶた祭ごっこピカチュウ","999999","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431406","竿燈まつりごっこピカチュウ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) 竿燈まつりごっこピカチュウ【レッド】 ポケモンセンター限定","1500","ネットショップ駿河屋 楽天市場店","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431444","さんさ踊りごっこピカチュウ","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ さんさ踊りごっこピカチュウ パープル 代引不可商品","2480","WFS(World Free Store)","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431673","わらじまつりごっこピカチュウ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) わらじまつりごっこピカチュウ【イエロー】 ポケモンセンター限定","1500","ネットショップ駿河屋 楽天市場店","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431680","花笠まつりごっこピカチュウ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) 花笠まつりごっこピカチュウ【グリーン】 ポケモンセンター限定","1630","ネットショップ駿河屋 楽天市場店","0.9","必須条件を満たす候補が複数あるため要確認です",""
"431727","ロケット団","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド プロ ロケット団","2000","NRFオンラインショップ","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431802","ガーディ＆バンギラス＆デンリュウ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ガーディ＆バンギラス＆デンリュウ ポケモンセンター限定","1220","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431987","メガサーナイト","ポケモンカードゲーム デッキシールド メガサーナイト ポケモンカードゲーム ポケカ カードスリーブ トレーディングカード スリーブ トレカ","980","かこん販売 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"431994","メガルカリオ","ポケモンカードゲーム デッキシールド メガルカリオ ポケモンカードゲーム ポケカ カードスリーブ トレーディングカード スリーブ トレカ","980","かこん販売 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"432052","トウコ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) トウコ ポケモンセンター限定","1240","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"432298","メガリザードンX","ポケモンカードゲーム デッキシールド メガリザードンX ポケットモンスター ポケモンカードゲーム カードスリーブ トレカスリーブ ポケカ","980","かこん販売 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"432793","にたものどうし ヌオー＆ドオー","ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド にたものどうし ヌオー＆ドオー","1989","NRFオンラインショップ","1.1","必須条件を満たす候補が複数あるため要確認です",""
"461960","ヒカリ","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ヒカリ ポケモンセンター限定","1240","ネットショップ駿河屋 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"462462","モルペコ","ポケモンカードゲーム デッキシールド ピカチュウ＆モルペコ","1020","フルアヘッド","0.9","必須条件を満たす候補が複数あるため要確認です",""
"462585","メガダークライ","【対象のおもちゃから2点で10%オフクーポン配布中！】ポケモンカードゲーム デッキシールド メガダークライ（64枚入り）","500","バトンストア 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"463544","メガレックウザ","ポケモンカードゲーム デッキシールド プレミアム・グロス メガレックウザ ポケットモンスター ポケカ スリーブ トレーディングカード トレカスリーブ","980","かこん販売 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"463674","メガゲッコウガ","ポケモンカードゲーム デッキシールド メガゲッコウガ 2026年3月13日新発売","980","P-G-shop","1.1","必須条件を満たす候補が複数あるため要確認です",""
"463841","ピカチュウとかみなり","ポケモンカードゲーム デッキシールド ピカチュウとかみなり ポケットモンスター ポケカ カードスリーブ トレーディングカード","980","かこん販売 楽天市場店","1.1","必須条件を満たす候補が複数あるため要確認です",""
"77833","ギラティナ","ポケモンカードゲーム デッキシールド ギラティナ 64枚入 トレカ トレーディングカード ポケカ 【メール便 送料無料！】おもちゃ グッズ プレゼント グッズ誕生日","1180","トイストア コービドー","0.9","必須条件を満たす候補が複数あるため要確認です",""
"84718","アルセウス","【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) アルセウス VSTARマーカー付き","1040","ネットショップ駿河屋 楽天市場店","0.9","必須条件を満たす候補が複数あるため要確認です",""
